codigo;latitude;longitude;altitude
SJUV;"12° 58' 46"" S";"55° 7' 11"" W";427 m
SIJV;"18° 37' 20"" S";"55° 6' 16"" W";179 m
SDNK;"14° 57' 54"" S";"54° 3' 30"" W";711 m
SITH;"12° 9' 4"" S";"45° 52' 16"" W";736 m
SJEX;"13° 0' 38"" S";"46° 6' 28"" W";904 m
SNVN;"18° 56' 0"" S";"50° 22' 23"" W";452 m
SSFV;"17° 29' 12"" S";"44° 57' 32"" W";501 m
SJVV;"11° 24' 43"" S";"49° 23' 9"" W";224 m
SNJJ;"20° 42' 33"" S";"55° 22' 23"" W";263 m
SIEH;"20° 18' 44"" S";"50° 36' 45"" W";469 m
SSWI;"13° 18' 41"" S";"55° 54' 5"" W";403 m
SDRZ;"19° 36' 54"" S";"56° 52' 52"" W";95 m
SJRB;"10° 6' 54"" S";"52° 30' 24"" W";354 m
SWWZ;"15° 23' 1"" S";"53° 27' 33"" W";522 m
SDUK;"14° 5' 28"" S";"52° 54' 15"" W";488 m
SWZH;"19° 27' 51"" S";"40° 40' 2"" W";247 m
SIDY;"24° 4' 39"" S";"51° 49' 10"" W";300 m
SWAA;"14° 32' 38"" S";"50° 35' 34"" W";273 m
SJYC;"22° 53' 24"" S";"54° 39' 50"" W";305 m
SSSK;"4° 30' 33"" S";"43° 55' 13"" W";69 m
SNDF;"22° 46' 0"" S";"52° 52' 37"" W";425 m
SNFF;"3° 48' 34"" S";"38° 37' 1"" W";25 m
SIPF;"29° 26' 53"" S";"51° 17' 43"" W";40 m
SNQB;"12° 33' 32"" S";"55° 37' 56"" W";379 m
SJCH;"8° 9' 28"" S";"36° 10' 54"" W";494 m
SWLF;"19° 48' 50"" S";"48° 44' 20"" W";596 m
SJLA;"4° 39' 41"" N";"60° 17' 31"" W";606 m
SWFH;"16° 21' 30"" S";"39° 0' 54"" W";5 m
SNFL;"22° 43' 9"" S";"42° 3' 10"" W";4 m
SNFY;"27° 28' 12"" S";"48° 28' 16"" W";5 m
SSPF;"5° 4' 14"" S";"42° 30' 35"" W";225 m
SJSH;"27° 22' 14"" S";"48° 36' 49"" W";8 m
SSGL;"12° 24' 31"" S";"55° 56' 6"" W";384 m
SWFU;"16° 10' 1"" S";"59° 30' 2"" W";264 m
SSFA;"25° 58' 54"" S";"51° 38' 27"" W";1128 m
SIWH;"18° 28' 56"" S";"47° 13' 38"" W";978 m
SWRF;"4° 35' 2"" S";"44° 32' 46"" W";43 m
SWNF;"9° 29' 59"" S";"49° 37' 45"" W";201 m
SJFA;"12° 55' 0"" S";"45° 43' 21"" W";796 m
SJFF;"20° 17' 44"" S";"50° 24' 40"" W";483 m
SIGG;"12° 48' 52"" S";"57° 10' 46"" W";388 m
SWVW;"20° 32' 10"" S";"45° 36' 17"" W";789 m
SIRD;"29° 58' 33"" S";"51° 37' 13"" W";26 m
SICJ;"13° 27' 42"" S";"58° 46' 41"" W";560 m
SIZP;"13° 9' 22"" S";"53° 15' 1"" W";370 m
SWBQ;"18° 27' 48"" S";"40° 10' 33"" W";105 m
SNTG;"11° 16' 31"" S";"45° 14' 16"" W";798 m
SSYP;"4° 31' 15"" S";"43° 55' 10"" W";58 m
SNGR;"7° 47' 1"" S";"51° 8' 2"" W";200 m
SWYG;"25° 24' 23"" S";"49° 3' 9"" W";914 m
SJHV;"32° 15' 50"" S";"52° 34' 2"" W";17 m
SJRP;"11° 5' 21"" S";"54° 31' 55"" W";311 m
SJTT;"13° 38' 39"" S";"58° 44' 11"" W";572 m
SJIF;"13° 33' 2"" S";"58° 51' 37"" W";546 m
SJQD;"11° 26' 58"" S";"46° 28' 21"" W";883 m
SSGX;"22° 49' 1"" S";"49° 22' 46"" W";610 m
SDLM;"3° 51' 19"" N";"59° 55' 36"" W";38 m
SIPU;"10° 35' 54"" S";"44° 23' 17"" W";712 m
SIAB;"23° 37' 25"" S";"48° 30' 39"" W";665 m
SJLC;"2° 43' 12"" N";"63° 34' 3"" W";363 m
SJLE;"3° 13' 30"" N";"63° 11' 58"" W";303 m
SJKI;"0° 12' 32"" N";"51° 0' 46"" W";20 m
SJQT;"20° 10' 7"" S";"43° 55' 37"" W";1283 m
SDMG;"2° 40' 33"" N";"63° 44' 49"" W";120 m
SBIT;"18° 26' 42"" S";"49° 12' 51"" W";497 m
SNSA;"16° 32' 45"" S";"47° 10' 43"" W";862 m
SJLF;"2° 29' 52"" N";"63° 43' 47"" W";696 m
SWYX;"13° 10' 56"" S";"53° 16' 32"" W";390 m
SJQI;"17° 21' 28"" S";"56° 46' 26"" W";102 m
SBTC;"15° 21' 12"" S";"38° 59' 50"" W";7 m
SSMW;"24° 18' 55"" S";"47° 0' 50"" W";15 m
SDQE;"17° 27' 25"" S";"56° 50' 28"" W";100 m
SITT;"7° 35' 39"" S";"56° 41' 58"" W";317 m
SSHT;"10° 7' 53"" S";"56° 43' 1"" W";274 m
SDSG;"17° 44' 47"" S";"53° 21' 19"" W";874 m
SJBK;"5° 40' 45"" S";"54° 14' 42"" W";177 m
SIDG;"10° 25' 24"" S";"62° 31' 2"" W";200 m
SDIB;"22° 9' 38"" S";"46° 46' 33"" W";925 m
SNYK;"13° 1' 35"" S";"55° 14' 23"" W";435 m
SDUR;"22° 42' 46"" S";"42° 50' 32"" W";16 m
SJWG;"29° 46' 49"" S";"55° 41' 50"" W";117 m
SWEO;"0° 12' 35"" N";"61° 33' 0"" W";80 m
SIPE;"7° 39' 24"" S";"34° 51' 25"" W";5 m
SNXH;"4° 30' 47"" S";"44° 1' 12"" W";56 m
SJIT;"20° 45' 17"" S";"46° 45' 1"" W";761 m
SSOC;"23° 42' 43"" S";"52° 10' 10"" W";296 m
SJLH;"2° 10' 34"" N";"59° 47' 2"" W";151 m
SSJC;"21° 8' 32"" S";"50° 54' 4"" W";400 m
SIUY;"15° 41' 14"" S";"58° 6' 41"" W";259 m
SDJL;"20° 17' 28"" S";"50° 32' 40"" W";456 m
SJCW;"1° 42' 44"" S";"58° 30' 39"" W";26 m
SJLJ;"0° 35' 50"" N";"59° 13' 18"" W";121 m
SNEJ;"4° 19' 28"" S";"56° 5' 17"" W";37 m
SDGQ;"5° 12' 4"" S";"38° 8' 54"" W";47 m
SNJH;"13° 46' 6"" S";"46° 8' 50"" W";966 m
SNJL;"12° 7' 30"" S";"45° 46' 16"" W";734 m
SDJR;"19° 25' 49"" S";"44° 18' 16"" W";800 m
SJJO;"13° 11' 33"" S";"47° 6' 56"" W";436 m
SNRH;"7° 26' 36"" S";"70° 1' 11"" W";140 m
SIVU;"20° 25' 23"" S";"40° 19' 57"" W";4 m
SWXD;"11° 29' 37"" S";"52° 37' 7"" W";315 m
SNIJ;"21° 16' 59"" S";"50° 24' 42"" W";447 m
SDZW;"17° 35' 30"" S";"45° 2' 57"" W";549 m
SJOD;"9° 11' 25"" S";"71° 56' 49"" W";365 m
SJDG;"22° 53' 15"" S";"49° 53' 29"" W";476 m
SJOY;"25° 24' 4"" S";"49° 47' 58"" W";1040 m
SIQQ;"21° 27' 32"" S";"41° 3' 12"" W";9 m
SDYJ;"22° 13' 34"" S";"51° 20' 54"" W";507 m
SSYR;"6° 30' 2"" S";"43° 41' 3"" W";362 m
SIRF;"8° 37' 51"" S";"35° 16' 19"" W";109 m
SJHD;"6° 49' 55"" S";"47° 49' 4"" W";399 m
SJWO;"13° 40' 28"" S";"51° 6' 56"" W";225 m
SWIX;"12° 36' 21"" S";"55° 45' 57"" W";359 m
SDWK;"20° 0' 6"" S";"47° 46' 3"" W";563 m
SNRJ;"2° 11' 12"" S";"56° 5' 25"" W";33 m
SNIK;"9° 45' 48"" S";"53° 14' 54"" W";336 m
SDVZ;"6° 38' 27"" S";"36° 39' 13"" W";316 m
SIUL;"30° 51' 33"" S";"51° 46' 21"" W";39 m
SNLY;"20° 3' 56"" S";"45° 33' 23"" W";658 m
SJAL;"13° 24' 14"" S";"41° 0' 43"" W";642 m
SJLK;"3° 26' 34"" N";"60° 21' 9"" W";91 m
SDMM;"4° 33' 28"" N";"60° 47' 10"" W";330 m
SINQ;"0° 47' 21"" S";"52° 29' 17"" W";70 m
SJLM;"4° 9' 6"" N";"61° 25' 40"" W";91 m
SWHM;"18° 18' 45"" S";"53° 39' 46"" W";442 m
SNCL;"13° 23' 22"" S";"38° 54' 36"" W";1 m
SSKE;"3° 27' 18"" S";"41° 36' 19"" W";147 m
SWNB;"12° 4' 6"" S";"45° 42' 41"" W";771 m
SSWL;"3° 44' 24"" S";"41° 1' 24"" W";765 m
SDLR;"5° 38' 10"" S";"63° 11' 9"" W";51 m
SIJA;"2° 53' 53"" S";"48° 57' 31"" W";54 m
SWIU;"9° 50' 51"" S";"61° 25' 3"" W";151 m
SJVU;"16° 38' 40"" S";"47° 6' 26"" W";615 m
SDUY;"7° 57' 32"" S";"57° 50' 25"" W";122 m
SSIS;"22° 3' 5"" S";"48° 5' 47"" W";598 m
SDPI;"4° 41' 16"" N";"60° 14' 41"" W";188 m
SJLN;"4° 43' 37"" N";"60° 35' 26"" W";576 m
SJLO;"5° 5' 3"" N";"60° 22' 44"" W";667 m
SNML;"9° 32' 39"" S";"35° 49' 29"" W";123 m
SJLP;"2° 58' 48"" N";"60° 5' 43"" W";106 m
SWWM;"18° 46' 19"" S";"40° 56' 58"" W";202 m
SIMB;"8° 50' 57"" S";"69° 15' 59"" W";162 m
SJLQ;"4° 21' 54"" N";"60° 1' 1"" W";546 m
SJMR;"23° 27' 24"" S";"54° 18' 2"" W";304 m
SDME;"21° 37' 46"" S";"48° 23' 34"" W";590 m
SSMH;"8° 57' 34"" S";"72° 46' 47"" W";229 m
SWMG;"14° 52' 11"" S";"47° 34' 46"" W";1100 m
SNFC;"3° 51' 35"" S";"49° 40' 58"" W";110 m
SNNG;"17° 31' 42"" S";"42° 23' 1"" W";997 m
SJLS;"2° 7' 31"" N";"59° 49' 17"" W";151 m
SIVZ;"29° 11' 27"" S";"56° 32' 55"" W";67 m
SSEB;"13° 46' 24"" S";"46° 46' 13"" W";439 m
SSSM;"6° 24' 56"" S";"68° 15' 27"" W";119 m
SJZP;"9° 50' 18"" S";"55° 27' 57"" W";278 m
SJME;"4° 34' 14"" N";"60° 54' 11"" W";848 m
SWMK;"0° 36' 59"" N";"66° 7' 52"" W";108 m
SJLL;"4° 27' 39"" N";"60° 6' 1"" W";455 m
SSCF;"25° 25' 56"" S";"49° 31' 48"" W";957 m
SWWE;"26° 2' 9"" S";"49° 30' 3"" W";952 m
SDIX;"15° 29' 59"" S";"41° 33' 57"" W";780 m
SSZM;"17° 18' 23"" S";"49° 57' 39"" W";567 m
SJLT;"3° 23' 8"" N";"60° 24' 28"" W";109 m
SNMI;"9° 49' 48"" S";"39° 53' 12"" W";451 m
SJOU;"14° 27' 43"" S";"54° 2' 5"" W";496 m
SJLU;"1° 44' 27"" N";"62° 17' 11"" W";121 m
SIOE;"25° 47' 36"" S";"53° 2' 5"" W";564 m
SIZM;"25° 41' 4"" S";"53° 4' 4"" W";534 m
SDHP;"21° 9' 42"" S";"53° 17' 0"" W";369 m
SSEU;"7° 16' 58"" S";"56° 34' 55"" W";279 m
SNGO;"15° 53' 45"" S";"51° 31' 21"" W";334 m
SIEJ;"9° 56' 32"" S";"57° 29' 9"" W";330 m
SJLV;"4° 21' 26"" N";"59° 58' 12"" W";546 m
SDGX;"13° 25' 46"" S";"38° 54' 50"" W";10 m
SIQJ;"14° 57' 30"" S";"55° 48' 3"" W";328 m
SNMU;"18° 2' 58"" S";"39° 51' 48"" W";84 m
SJLW;"4° 25' 18"" N";"60° 29' 23"" W";455 m
SNMD;"6° 50' 10"" S";"56° 50' 42"" W";143 m
SITA;"15° 46' 35"" S";"42° 11' 39"" W";802 m
SIOV;"12° 19' 9"" S";"55° 20' 2"" W";375 m
SDMA;"23° 11' 9"" S";"47° 3' 38"" W";735 m
SJLX;"4° 27' 11"" N";"59° 51' 14"" W";546 m
SNZZ;"9° 58' 5"" S";"36° 11' 55"" W";101 m
SJGE;"6° 4' 52"" S";"56° 17' 38"" W";135 m
SDPQ;"3° 54' 24"" N";"60° 1' 33"" W";38 m
SDNI;"23° 37' 10"" S";"46° 58' 59"" W";942 m
SDNJ;"24° 4' 20"" S";"48° 13' 18"" W";794 m
SIWE;"27° 12' 44"" S";"50° 57' 22"" W";982 m
SWNE;"17° 53' 4"" S";"39° 22' 0"" W";3 m
SNNP;"8° 4' 1"" S";"52° 10' 2"" W";300 m
SWGP;"16° 49' 37"" S";"49° 52' 46"" W";608 m
SDDB;"13° 14' 56"" S";"43° 29' 48"" W";441 m
SJBN;"7° 21' 6"" S";"50° 22' 34"" W";429 m
SNRA;"14° 39' 20"" S";"48° 39' 11"" W";622 m
SNJU;"10° 48' 55"" S";"52° 44' 49"" W";347 m
SIPW;"5° 2' 1"" S";"42° 42' 20"" W";185 m
SIXK;"23° 10' 3"" S";"54° 12' 8"" W";293 m
SJDU;"29° 43' 41"" S";"56° 57' 37"" W";97 m
SNIN;"30° 12' 48"" S";"52° 26' 31"" W";50 m
SSHW;"8° 33' 11"" S";"47° 5' 9"" W"; m
SIQK;"22° 46' 53"" S";"47° 20' 3"" W";580 m
SSYD;"19° 11' 56"" S";"47° 43' 40"" W";994 m
SDPX;"4° 29' 56"" N";"60° 56' 30"" W";157 m
SWNA;"5° 7' 3"" S";"60° 21' 52"" W";36 m
SNDZ;"14° 38' 34"" S";"52° 29' 58"" W";304 m
SSLR;"19° 6' 18"" S";"57° 35' 36"" W";126 m
SDRM;"3° 55' 36"" N";"64° 11' 5"" W";173 m
SDRP;"3° 42' 43"" N";"64° 9' 45"" W";206 m
SSBY;"20° 5' 58"" S";"56° 47' 39"" W";135 m
SICU;"16° 42' 59"" S";"47° 1' 4"" W";924 m
SNEC;"16° 42' 45"" S";"39° 8' 33"" W";38 m
SWMV;"2° 43' 37"" N";"62° 57' 2"" W";300 m
SJMD;"2° 43' 22"" N";"62° 57' 1"" W";212 m
SILD;"20° 42' 21"" S";"49° 3' 6"" W";542 m
SJMF;"4° 9' 50"" N";"60° 13' 20"" W";303 m
SIDO;"22° 11' 2"" S";"51° 28' 29"" W";368 m
SJVX;"3° 42' 10"" S";"47° 45' 40"" W";134 m
SJMH;"3° 19' 5"" N";"62° 58' 16"" W";273 m
SSWP;"20° 16' 56"" S";"46° 56' 43"" W";725 m
SDWE;"18° 56' 4"" S";"57° 2' 58"" W";98 m
SWJV;"5° 7' 49"" S";"72° 48' 20"" W";120 m
SDWZ;"21° 11' 16"" S";"50° 33' 52"" W";376 m
SSNZ;"22° 37' 4"" S";"50° 5' 25"" W";557 m
SJMI;"3° 17' 17"" N";"63° 50' 35"" W";606 m
SWPC;"0° 15' 47"" N";"69° 47' 44"" W";115 m
SSKJ;"6° 9' 16"" S";"38° 11' 49"" W";226 m
SJRW;"19° 20' 28"" S";"52° 41' 23"" W";490 m
SJRV;"13° 23' 16"" S";"57° 37' 3"" W";424 m
SWXE;"13° 52' 36"" S";"53° 14' 24"" W";384 m
SJPE;"6° 46' 0"" S";"36° 28' 54"" W";543 m
SJMJ;"4° 27' 26"" N";"60° 16' 4"" W";454 m
SJMK;"4° 42' 47"" N";"60° 28' 35"" W";667 m
SJIC;"21° 14' 42"" S";"52° 46' 10"" W";440 m
SIWD;"9° 0' 33"" S";"46° 8' 11"" W";491 m
SWPN;"17° 19' 29"" S";"55° 31' 44"" W";135 m
SJML;"4° 42' 5"" N";"60° 44' 1"" W";697 m
SJMM;"4° 55' 48"" N";"60° 19' 19"" W";788 m
SSGP;"15° 51' 16"" S";"47° 48' 34"" W";1088 m
SNCJ;"2° 32' 48"" S";"54° 42' 18"" W";124 m
SISY;"25° 27' 5"" S";"49° 8' 38"" W";881 m
SISA;"7° 41' 51"" S";"51° 52' 34"" W";272 m
SWKW;"7° 43' 10"" S";"52° 45' 21"" W";238 m
SJKE;"7° 48' 46"" S";"52° 9' 6"" W";276 m
SIOZ;"7° 57' 24"" S";"53° 15' 40"" W";272 m
SJKC;"7° 7' 52"" S";"51° 39' 11"" W";220 m
SIXI;"7° 12' 37"" S";"52° 34' 11"" W";219 m
SWKP;"8° 44' 0"" S";"51° 50' 52"" W";315 m
SWQK;"8° 8' 28"" S";"52° 7' 20"" W";349 m
SIWK;"7° 26' 4"" S";"51° 49' 11"" W";272 m
SIPL;"7° 27' 37"" S";"52° 39' 25"" W";229 m
SIPY;"8° 28' 31"" S";"51° 39' 49"" W";327 m
SWKH;"7° 39' 40"" S";"51° 37' 10"" W";241 m
SIUZ;"5° 27' 13"" S";"57° 27' 17"" W";131 m
SJPL;"5° 44' 43"" S";"56° 23' 19"" W";169 m
SNFG;"5° 21' 32"" S";"57° 31' 13"" W";119 m
SJEN;"33° 8' 38"" S";"52° 58' 35"" W";3 m
SSOP;"5° 10' 44"" S";"57° 37' 16"" W";151 m
SNYJ;"6° 8' 5"" S";"57° 24' 7"" W";234 m
SDWX;"6° 9' 29"" S";"56° 25' 40"" W";165 m
SIOP;"13° 47' 50"" S";"55° 16' 46"" W";507 m
SNDU;"20° 38' 20"" S";"45° 59' 55"" W";795 m
SWCP;"21° 1' 58"" S";"48° 0' 42"" W";535 m
SDRT;"4° 38' 53"" N";"60° 47' 16"" W";222 m
SJPI;"23° 20' 38"" S";"53° 52' 21"" W";245 m
SNCK;"14° 53' 4"" S";"45° 20' 20"" W";763 m
SJJX;"21° 29' 37"" S";"57° 55' 31"" W";84 m
SNRQ;"6° 6' 20"" S";"57° 22' 26"" W";101 m
SIRW;"8° 16' 18"" S";"72° 44' 43"" W";242 m
SWWY;"16° 35' 17"" S";"56° 16' 49"" W";139 m
SWWV;"16° 42' 23"" S";"56° 1' 45"" W";146 m
SSAM;"16° 46' 21"" S";"56° 10' 21"" W";137 m
SWWX;"16° 44' 46"" S";"56° 22' 12"" W";131 m
SWWW;"16° 41' 21"" S";"56° 10' 39"" W";140 m
SSXO;"23° 17' 26"" S";"52° 7' 45"" W";856 m
SJJF;"8° 29' 42"" S";"60° 57' 20"" W";102 m
SSPJ;"9° 22' 9"" S";"58° 32' 29"" W";212 m
SNLM;"7° 46' 14"" S";"60° 22' 40"" W";96 m
SNFJ;"9° 3' 31"" S";"56° 35' 31"" W";189 m
SWPD;"2° 47' 1"" N";"60° 35' 16"" W";86 m
SIJN;"27° 51' 54"" S";"49° 34' 44"" W";885 m
SNOV;"10° 7' 20"" S";"36° 17' 30"" W";85 m
SNFR;"7° 50' 50"" S";"60° 58' 21"" W";93 m
SDLN;"12° 36' 57"" S";"52° 9' 14"" W";356 m
SIFV;"19° 49' 35"" S";"40° 6' 3"" W";26 m
SWJY;"7° 14' 46"" S";"35° 10' 21"" W";117 m
SJHW;"17° 17' 37"" S";"43° 57' 31"" W";676 m
SDXS;"11° 13' 36"" S";"57° 29' 38"" W";293 m
SWBZ;"11° 24' 29"" S";"44° 40' 6"" W";461 m
SJPT;"18° 58' 26"" S";"48° 6' 2"" W";924 m
SWQE;"1° 5' 29"" N";"69° 50' 2"" W";150 m
SNUV;"13° 30' 30"" S";"56° 38' 15"" W";316 m
SWRG;"10° 49' 33"" S";"65° 13' 43"" W";150 m
SIRC;"22° 6' 47"" S";"57° 3' 32"" W";219 m
SNZB;"27° 11' 31"" S";"49° 49' 53"" W";450 m
SSIT;"14° 39' 38"" S";"57° 17' 28"" W";510 m
SJMN;"3° 48' 36"" N";"60° 5' 25"" W";151 m
SSHN;"23° 14' 42"" S";"51° 52' 32"" W";465 m
SIYN;"7° 45' 53"" S";"37° 35' 49"" W";562 m
SJXX;"22° 40' 34"" S";"55° 32' 37"" W";600 m
SSEQ;"4° 47' 3"" S";"45° 50' 42"" W";304 m
SJVZ;"21° 25' 50"" S";"47° 54' 6"" W";575 m
SJPV;"10° 5' 11"" S";"36° 5' 24"" W";40 m
SIDR;"19° 50' 8"" S";"56° 42' 13"" W";100 m
SIXX;"17° 53' 33"" S";"56° 59' 51"" W";104 m
SJWX;"22° 34' 22"" S";"52° 30' 56"" W";287 m
SWTQ;"17° 46' 8"" S";"48° 45' 42"" W";669 m
SWQP;"21° 18' 55"" S";"51° 22' 12"" W";350 m
SWBS;"11° 39' 18"" S";"61° 46' 32"" W";216 m
SIDS;"22° 55' 53"" S";"55° 35' 19"" W";578 m
SSGO;"19° 25' 45"" S";"54° 35' 16"" W";668 m
SIBX;"21° 5' 28"" S";"50° 14' 36"" W";410 m
SIGF;"15° 8' 23"" S";"48° 14' 36"" W";629 m
SNJF;"12° 38' 51"" S";"43° 31' 7"" W";443 m
SSFC;"31° 1' 21"" S";"54° 37' 18"" W";135 m
SDDK;"22° 28' 53"" S";"49° 59' 9"" W";575 m
SNGY;"1° 15' 32"" S";"47° 57' 12"" W";41 m
SDSD;"4° 24' 43"" N";"60° 57' 6"" W";169 m
SSQI;"12° 30' 33"" S";"55° 40' 56"" W";382 m
SDSV;"21° 20' 1"" S";"48° 10' 16"" W";634 m
SWGO;"15° 20' 35"" S";"49° 8' 9"" W";676 m
SJTM;"20° 52' 55"" S";"50° 59' 5"" W";388 m
SDSP;"4° 8' 11"" N";"61° 20' 25"" W";58 m
SJMO;"4° 28' 12"" N";"60° 51' 45"" W";364 m
SWIY;"11° 34' 24"" S";"50° 40' 6"" W";197 m
SJMP;"4° 17' 15"" N";"60° 15' 25"" W";576 m
SJGR;"14° 48' 12"" S";"46° 39' 25"" W";522 m
SSNE;"17° 7' 48"" S";"56° 23' 35"" W";118 m
SSND;"11° 9' 53"" S";"52° 49' 27"" W";341 m
SJMQ;"4° 10' 13"" N";"60° 8' 16"" W";258 m
SIIU;"19° 38' 31"" S";"48° 42' 43"" W";652 m
SSZO;"8° 32' 29"" S";"50° 39' 6"" W";280 m
SWMN;"12° 3' 56"" S";"47° 43' 19"" W";372 m
SDUC;"4° 25' 48"" N";"60° 10' 53"" W";157 m
SDUG;"4° 14' 41"" N";"61° 9' 27"" W";77 m
SSRA;"9° 26' 47"" S";"70° 28' 58"" W";229 m
SISX;"19° 22' 38"" S";"56° 3' 22"" W";110 m
SJAF;"16° 58' 54"" S";"54° 57' 18"" W";206 m
SWLV;"15° 51' 9"" S";"56° 5' 17"" W";165 m
SDVF;"4° 35' 23"" N";"60° 10' 53"" W";199 m
SWAZ;"0° 23' 59"" N";"69° 18' 2"" W";120 m
SIOC;"21° 8' 35"" S";"51° 32' 38"" W";343 m
SSJX;"19° 28' 43"" S";"57° 0' 52"" W";46 m
SIIJ;"21° 15' 14"" S";"56° 34' 10"" W";335 m
SWUJ;"19° 20' 51"" S";"46° 6' 15"" W";1177 m
SIJL;"21° 38' 59"" S";"41° 2' 50"" W";4 m
SWSQ;"1° 43' 59"" N";"69° 23' 2"" W";165 m
SNSH;"2° 34' 28"" S";"54° 43' 56"" W";134 m
SDVP;"4° 20' 2"" N";"60° 29' 37"" W";60 m
SJMT;"4° 29' 25"" N";"60° 59' 26"" W";364 m
SSMY;"25° 23' 34"" S";"54° 16' 6"" W";290 m
SSDK;"20° 4' 33"" S";"44° 43' 42"" W";827 m
SSDO;"16° 45' 14"" S";"39° 18' 59"" W";80 m
SWTI;"14° 31' 10"" S";"59° 46' 48"" W";241 m
SDWF;"4° 34' 27"" N";"60° 44' 23"" W";332 m
SJEK;"13° 32' 27"" S";"52° 12' 31"" W";415 m
SDWO;"3° 51' 50"" N";"62° 34' 47"" W";73 m
SJMU;"4° 59' 23"" N";"60° 26' 8"" W";697 m
SIBN;"10° 26' 29"" S";"62° 30' 26"" W";175 m
SDXA;"4° 12' 43"" N";"60° 0' 16"" W";110 m
SIPO;"14° 55' 27"" S";"41° 57' 24"" W";689 m
SWJH;"28° 3' 9"" S";"51° 58' 6"" W";670 m
SSEG;"26° 17' 24"" S";"52° 56' 14"" W";773 m
SWAP;"16° 50' 55"" S";"54° 3' 52"" W";725 m
SSWU;"28° 23' 6"" S";"54° 44' 36"" W";265 m
SJSE;"6° 19' 5"" S";"55° 47' 39"" W";315 m
SJKK;"24° 15' 49"" S";"51° 38' 39"" W";694,33 m
SISM;"0° 2' 25"" N";"51° 8' 58"" W";19 m
SDZS;"8° 0' 43"" S";"44° 43' 16"" W";463 m
SJRC;"14° 49' 55"" S";"59° 41' 5"" W";794 m
SNFV;"15° 34' 3"" S";"51° 12' 39"" W";366 m
SNLG;"19° 23' 55"" S";"43° 44' 47"" W";799 m
SJMV;"4° 56' 33"" N";"60° 28' 31"" W";756 m
SIPK;"16° 29' 49"" S";"56° 25' 18"" W";140 m
SSEA;"14° 28' 36"" S";"55° 42' 45"" W";261 m
SDCM;"12° 51' 48"" S";"46° 9' 45"" W";901 m
SJBX;"6° 1' 8"" S";"35° 14' 28"" W";72 m
SSXS;"11° 9' 18"" S";"39° 4' 7"" W";304 m
SSTQ;"0° 50' 59"" N";"51° 54' 26"" W";116 m
SWWT;"18° 42' 20"" S";"45° 20' 8"" W";590 m
SIBO;"18° 18' 35"" S";"45° 17' 36"" W";575 m
SJOJ;"4° 52' 9"" S";"47° 23' 21"" W";200 m
SIAI;"24° 12' 33"" S";"53° 10' 53"" W";434 m
SDXY;"4° 33' 53"" S";"47° 32' 41"" W";299 m
SIAW;"3° 44' 21"" S";"47° 30' 59"" W";128 m
SSEW;"23° 8' 44"" S";"48° 18' 35"" W";940 m
SDRY;"22° 15' 4"" S";"43° 23' 59"" W";332 m
SSAY;"20° 29' 28"" S";"54° 28' 23"" W";593 m
SWJZ;"6° 25' 21"" S";"55° 26' 48"" W";221 m
SSSP;"26° 10' 55"" S";"53° 38' 24"" W";206 m
SDSE;"21° 28' 24"" S";"50° 36' 56"" W";431 m
SJGJ;"23° 56' 34"" S";"48° 56' 37"" W";665 m
SDZZ;"21° 47' 52"" S";"48° 32' 38"" W";545 m
SNYY;"24° 15' 45"" S";"52° 47' 32"" W";585 m
SJCU;"13° 41' 40"" S";"45° 53' 20"" W";868 m
SSKX;"11° 25' 19"" S";"37° 19' 25"" W";3 m
SJMW;"4° 28' 12"" N";"60° 10' 37"" W";515 m
SSXH;"14° 15' 30"" S";"41° 49' 15"" W";510 m
SWSL;"13° 19' 24"" S";"56° 2' 56"" W";430 m
SNPV;"30° 41' 31"" S";"50° 33' 24"" W";16 m
SWSP;"13° 43' 31"" S";"54° 44' 18"" W";515 m
SDPZ;"21° 14' 29"" S";"53° 21' 9"" W";363 m
SSTS;"16° 6' 39"" S";"58° 26' 26"" W";154 m
SSTD;"12° 40' 51"" S";"46° 15' 55"" W";913 m
SSAZ;"5° 44' 17"" S";"35° 13' 7"" W";5 m
SJMX;"4° 34' 31"" N";"60° 51' 30"" W";758 m
SIOG;"14° 30' 26"" S";"56° 18' 10"" W";484 m
SWSM;"13° 53' 55"" S";"57° 24' 52"" W";567 m
SSET;"28° 10' 46"" S";"48° 41' 46"" W";25 m
SIFF;"29° 19' 26"" S";"50° 44' 23"" W";861 m
SWUQ;"2° 50' 7"" N";"63° 38' 47"" W";870 m
SJFU;"6° 41' 39"" S";"35° 37' 49"" W";523 m
SJTO;"13° 10' 31"" S";"45° 41' 57"" W";803 m
SILY;"13° 14' 40"" S";"45° 22' 30"" W";769 m
SSKN;"21° 43' 58"" S";"48° 13' 18"" W";688 m
SINJ;"20° 28' 22"" S";"53° 41' 34"" W";367 m
SNWQ;"5° 9' 45"" S";"42° 43' 17"" W";67 m
SJTP;"12° 43' 23"" S";"56° 30' 8"" W";384 m
SWTR;"0° 7' 29"" N";"68° 32' 44"" W";75 m
SWTB;"25° 32' 53"" S";"54° 29' 7"" W";224 m
SDTA;"11° 46' 59"" S";"55° 32' 24"" W";368 m
SWRP;"8° 51' 47"" S";"57° 25' 14"" W";137 m
SIWV;"22° 59' 1"" S";"43° 22' 37"" W";3 m
SDRV;"18° 44' 54"" S";"52° 41' 12"" W";821 m
